line1,prod_2_76594788,prod_1_228e57f3,prod_1_ae2cb66d,prod_1_cca73d08
line2,prod_2_6ed0acea,prod_1_f271aa19,prod_2_a4bc0893
line3,prod_1_3042572a,prod_2_cabb8923,prod_2_54931935
